id,theme,scenario_id,scenario_text,question_number,question,option_a,option_b,option_c,option_d,correct_answer,feedback_correct,feedback_incorrect
116,Pédiatrie,PED003,"Nouveau-né 3 jours, ictère cutané conjonctival, allaité, prise de poids adéquate, TA stable, température normale. Signes vitaux : TA 92/60 mmHg, FC 140 bpm, FR 32/min, SpO2 95% à l’air ambiant, T° 38,2 °C. Résultats labo : CRP 65 mg/L, Leucocytes 16 x10^9/L. Ordonnances : Acétaminophène 15 mg/kg PO q6h PRN fièvre, Ceftriaxone IV.",3.0,Signe d’alerte nécessitant évaluation urgente ?,"Somnolence extrême, refus de s’alimenter",Selles jaunes,Cris brefs,Sommeil 2 h d’affilée,A,Correct! Risque d’encéphalopathie bilirubinique.,"Suspicion de sepsis néonatal : prélèvements puis antibiothérapie IV rapide; hypothermie/lethargie sont des signes d’alarme. Revoir : Sepsis néonatal – prise en charge initiale. Méthode : dose (mg/kg) × poids (kg) = mg totaux; si nécessaire, convertir en volume selon la concentration. Revoir : Bilirubinémie et signes d’alarme."
117,Éthique et légal,EL1,Une infirmière remarque qu’un collègue administre un médicament sans avoir obtenu le consentement du patient.,1.0,Quelle est l’action la plus appropriée de l’infirmière dans cette situation ?,Ignorer la situation pour ne pas créer de conflit,Documenter l’incident dans les notes d’évolution,En discuter avec le collègue et signaler au supérieur si nécessaire,Informer directement la famille du patient,C,"Correct ! L’infirmière doit aborder la situation avec le collègue et, si besoin, signaler la situation selon les règles professionnelles.","Éthique et droit : respecter confidentialité, obtenir consentement libre et éclairé, divulguer incidents selon la procédure, documenter factuellement. Revoir : Code de déontologie et lois en vigueur. Incorrect. Revoir : Code de déontologie des infirmières et obligations légales."
118,Pharmacologie / Calculs,URG005,"Patient 70 kg en choc septique, noradrénaline 0,2 mcg/kg/min prescrite. Préparation : 8 mg dans 100 mL (80 mcg/mL).",1.0,Quel débit mL/h ?,"6,3 mL/h","8,8 mL/h","10,5 mL/h","15,0 mL/h",C,"Correct! 0,2×70=14 mcg/min → ×60=840 mcg/h ; 840/80 = 10,5 mL/h.","Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Méthode : (dose en mcg/kg/min × poids × 60) ÷ concentration (mcg/mL) = mL/h. Revoir : Conversion mcg/kg/min en mL/h selon concentration."
119,Médecine et chirurgie,SUR002,"Mme R., 53 ans, J0 post-op. Entrées 1800 mL (IV+PO). Sorties: urines 900 mL, drain 150 mL, pertes estimées 300 mL.",1.0,Bilan hydrique net (mL) ?,+450 mL,+600 mL,+750 mL,+900 mL,A,Correct! 1800 - (900+150+300) = +450 mL.,"Post-op cholécystectomie : surveiller le drain (quantité/couleur), dépister l’ictère/douleurs croissantes (obstruction). Revoir : Soins post-op digestifs – complications biliaires. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Calcul de bilan I/E en post-op."
120,Gestion et organisation des soins,SUR002,"Mme R., 53 ans, J0 post-op. Entrées 1800 mL (IV+PO). Sorties: urines 900 mL, drain 150 mL, pertes estimées 300 mL.",2.0,Surveillance prioritaire les premières heures ?,Douleur chronique,Diurèse et signes d’hypoperfusion,Appétit,Couleur des ongles,B,Correct! Perfusion rénale et stabilité hémodynamique.,"Post-op cholécystectomie : surveiller le drain (quantité/couleur), dépister l’ictère/douleurs croissantes (obstruction). Revoir : Soins post-op digestifs – complications biliaires. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Surveillance post-op immédiat."
121,Médecine et chirurgie,MED-INSUL-05,"M. G., 70 kg, DT2 hospitalisé, hyperglycémies persistantes. Ordonnance : schéma basal-bolus total 0,4 U/kg/jour. SV stables; aucune IRA. Glycémies 8–14 mmol/L.",1.0,Calcul de la dose totale journalière (U) :,18 U,24 U,28 U,32 U,C,"Correct : 0,4 × 70 = 28 U/j; répartir basal/bolus.","Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : TDD (0,3–0,5 U/kg/j) et répartition."
122,Médecine et chirurgie,MED-INSUL-05,"M. G., 70 kg, DT2 hospitalisé, hyperglycémies persistantes. Ordonnance : schéma basal-bolus total 0,4 U/kg/jour. SV stables; aucune IRA. Glycémies 8–14 mmol/L.",2.0,Part basal recommandée (≈50%) :,10 U glargine HS,14 U glargine HS,20 U glargine HS,28 U glargine HS,B,Exact : 50% de 28 U ≈ 14 U basal.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Répartition basal-bolus 50/50."
123,Médecine et chirurgie,MED-INSUL-05,"M. G., 70 kg, DT2 hospitalisé, hyperglycémies persistantes. Ordonnance : schéma basal-bolus total 0,4 U/kg/jour. SV stables; aucune IRA. Glycémies 8–14 mmol/L.",3.0,Reste en bolus (≈50%) à répartir avant repas (3 prises) :,4 U/repas,5 U/repas,6 U/repas,8 U/repas,B,Correct : 14 U bolus → ~4–5 U par repas; 5 U est acceptable ici.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Ajustement bolus selon glycémies et apports."
124,Urgences / Soins critiques,URG004,"Adolescent 15 ans, brûlure thermique du tronc et des membres supérieurs estimée à ~15 % de surface corporelle. Douleur 8/10, TA 118/70, FC 110, FR 22.",1.0,Priorité initiale ?,Refroidir doucement la zone et analgésie,Pommade grasse immédiatement,Glace prolongée directe,Percer systématiquement les phlyctènes,A,Correct! Refroidissement doux + analgésie rapide.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Revoir : Premiers soins en brûlures (éviter hypothermie)."
125,Gestion et organisation des soins,URG004,"Adolescent 15 ans, brûlure thermique du tronc et des membres supérieurs estimée à ~15 % de surface corporelle. Douleur 8/10, TA 118/70, FC 110, FR 22.",2.0,Indication d’orientation vers centre spécialisé ?,"Brûlures des mains/visage/périnée, étendues ou profondes",Uniquement si douleur >7/10,Jamais chez l’adolescent,Seulement si fièvre,A,Correct! Localisations/étendue/profondeur guident la référence.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Revoir : Critères de transfert brûlés."
126,Chirurgie,SUR001,"Mme S., 44 ans, J1 post-op cholécystectomie laparoscopique, douleur 6/10, nausées. TA 128/74, FC 92, T 37,8 °C. Drain CH. Signes vitaux : TA 100/64 mmHg, FC 110 bpm, FR 26/min, SpO2 90%, T° 38,5 °C. Résultats labo : Hb 95 g/L, Ht 30%, leucocytes 14 x10^9/L. Ordonnances : Cefazoline IV q8h, Soluté Lactate Ringer 125 ml/h, Morphine 2 mg IV q4h PRN.",1.0,Surveillance prioritaire ?,Drain biliaire : quantité/couleur,Température horaire,Apports PO à volonté,Levée immédiate seule,A,Correct! Surveiller le drain pour complication biliaire.,"Post-op cholécystectomie : surveiller le drain (quantité/couleur), dépister l’ictère/douleurs croissantes (obstruction). Revoir : Soins post-op digestifs – complications biliaires. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Soins post-op digestifs."
127,Chirurgie,SUR001,"Mme S., 44 ans, J1 post-op cholécystectomie laparoscopique, douleur 6/10, nausées. TA 128/74, FC 92, T 37,8 °C. Drain CH. Signes vitaux : TA 100/64 mmHg, FC 110 bpm, FR 26/min, SpO2 90%, T° 38,5 °C. Résultats labo : Hb 95 g/L, Ht 30%, leucocytes 14 x10^9/L. Ordonnances : Cefazoline IV q8h, Soluté Lactate Ringer 125 ml/h, Morphine 2 mg IV q4h PRN.",2.0,"Hydromorphone 1 mg IV, ampoule 2 mg/mL. Volume à administrer ?","0,25 mL","0,5 mL",1 mL,2 mL,B,"Correct! 1 ÷ 2 = 0,5 mL.","Post-op cholécystectomie : surveiller le drain (quantité/couleur), dépister l’ictère/douleurs croissantes (obstruction). Revoir : Soins post-op digestifs – complications biliaires. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Calcul de volumes pour opioïdes IV."
128,Chirurgie,SUR001,"Mme S., 44 ans, J1 post-op cholécystectomie laparoscopique, douleur 6/10, nausées. TA 128/74, FC 92, T 37,8 °C. Drain CH. Signes vitaux : TA 100/64 mmHg, FC 110 bpm, FR 26/min, SpO2 90%, T° 38,5 °C. Résultats labo : Hb 95 g/L, Ht 30%, leucocytes 14 x10^9/L. Ordonnances : Cefazoline IV q8h, Soluté Lactate Ringer 125 ml/h, Morphine 2 mg IV q4h PRN.",3.0,Signe nécessitant avis médical rapide ?,Douleur 4/10,Saignement léger sur pansement,Ictère et douleurs croissantes,Appétit diminué,C,Correct! Ictère + douleurs → obstruction/complication.,"Post-op cholécystectomie : surveiller le drain (quantité/couleur), dépister l’ictère/douleurs croissantes (obstruction). Revoir : Soins post-op digestifs – complications biliaires. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Complications biliaires post-op."
129,Respiratoire,RES001,"Mme Lavoie, 68 ans, MPOC stade III, dyspnée au repos, FR 28/min, SpO₂ 85% sous O₂ 2 L/min, TA 95/60, FC 112. Rx: salbutamol inh PRN, prednisone PO.",1.0,Intervention infirmière prioritaire ?,Augmenter immédiatement l’O₂ à 10 L/min,Oxygène titré et surveillance SpO₂/FR,Jeûne strict,Morphine IV,B,Correct! O₂ titré et surveillance évitent la rétention de CO₂.,"Chez MPOC, l’oxygène doit être titré pour éviter la rétention de CO₂, avec surveillance FR/SpO₂ et technique lèvres pincées. Revoir : MPOC – oxygénothérapie et techniques ventilatoires. Revoir : Stratégies d’oxygénation chez MPOC."
130,Respiratoire,RES001,"Mme Lavoie, 68 ans, MPOC stade III, dyspnée au repos, FR 28/min, SpO₂ 85% sous O₂ 2 L/min, TA 95/60, FC 112. Rx: salbutamol inh PRN, prednisone PO.",2.0,Éducation courte utile ?,Arrêter les bronchodilatateurs,Expiration lèvres pincées,Exercices intenses,Boire >4 L/jour,B,Correct! L’expiration lèvres pincées améliore la ventilation.,"Chez MPOC, l’oxygène doit être titré pour éviter la rétention de CO₂, avec surveillance FR/SpO₂ et technique lèvres pincées. Revoir : MPOC – oxygénothérapie et techniques ventilatoires. Revoir : Techniques respiratoires MPOC."
131,Respiratoire,RES001,"Mme Lavoie, 68 ans, MPOC stade III, dyspnée au repos, FR 28/min, SpO₂ 85% sous O₂ 2 L/min, TA 95/60, FC 112. Rx: salbutamol inh PRN, prednisone PO.",3.0,"Salbutamol nébulisé 2,5 mg/dose dans 3 mL. Combien de mL préparer ?","1,5 mL","2,5 mL",3 mL,5 mL,C,"Correct! L’ampoule fournit 2,5 mg en 3 mL.","Chez MPOC, l’oxygène doit être titré pour éviter la rétention de CO₂, avec surveillance FR/SpO₂ et technique lèvres pincées. Revoir : MPOC – oxygénothérapie et techniques ventilatoires. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Préparation des nébulisations."
132,Médecine et chirurgie,MED004,"M. A., 69 ans, insuffisance rénale chronique, faiblesse musculaire. ECG : ondes T pointues. K+ sérique 6,8 mmol/L, TA 138/82.",1.0,Mesure prioritaire en présence d’ECG anormal ?,Résines échangeuses seules,Gluconate de calcium IV,Diurétiques thiazidiques,Restriction hydrique,B,Correct! Stabiliser la membrane myocardique d’abord.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Revoir : Hyperkaliémie – séquence de traitement."
133,Pharmacologie / Calculs,MED004,"M. A., 69 ans, insuffisance rénale chronique, faiblesse musculaire. ECG : ondes T pointues. K+ sérique 6,8 mmol/L, TA 138/82.",2.0,"Insuline régulière 10 U IV + dextrose 25 g. Ampoule D50W (0,5 g/mL). Quel volume pour 25 g ?",25 mL,40 mL,50 mL,100 mL,C,"Correct! 25 g ÷ 0,5 g/mL = 50 mL.","Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Hyperkaliémie – insuline + dextrose (calculs)."
134,Infectiologie,INF003,"Mme P., 26 ans, dysurie, pollakiurie, brûlures mictionnelles, afébrile. Test bandelette : nitrites+, leucocytes+.",1.0,Conduite appropriée ?,Antibiothérapie courte + hydratation,Diurétiques,Observation sans traitement,Hospitalisation systématique,A,Correct! Cystite simple : traitement court et hydratation.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Cystite non compliquée – prise en charge."
135,Communication et relation thérapeutique,INF003,"Mme P., 26 ans, dysurie, pollakiurie, brûlures mictionnelles, afébrile. Test bandelette : nitrites+, leucocytes+.",2.0,Conseil ?,Limiter l’hydratation,Poursuivre hygiène mictionnelle et hydratation,Antibiotiques à chaque symptôme,Aucun suivi nécessaire,B,Correct! Mesures préventives simples utiles.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Revoir : Prévention récidives cystite."
136,Santé communautaire,SC1,"Dans une communauté nordique, une infirmière constate une hausse du diabète de type 2. Elle organise une séance d’éducation collective.",1.0,Quel contenu doit être priorisé dans l’enseignement ?,Les techniques avancées d’injection d’insuline,Les principes de saine alimentation et d’activité physique,Les complications rares du diabète,La génétique et la prédisposition familiale,B,Correct ! L’éducation en prévention doit viser la saine alimentation et l’activité physique.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Incorrect. Revoir : Promotion de la santé et rôle infirmier en prévention primaire."
137,Pharmacologie / Calculs,HEM001,"Mme J., 74 ans, TVP confirmée. Prescription : Héparine non fractionnée, seringue de perfusion 25 000 UI dans 250 mL. Débit initial 1000 UI/h.",1.0,Quel débit mL/h correspond à 1000 UI/h ?,5 mL/h,10 mL/h,20 mL/h,40 mL/h,B,Correct! 25 000 UI/250 mL = 100 UI/mL → 1000 UI/h = 10 mL/h.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Méthode : concentration (UI/mL) à partir du mélange, puis UI/h ÷ (UI/mL) = mL/h. Revoir : Conversion UI/h → mL/h (héparine)."
138,Médecine et chirurgie,HEM001,"Mme J., 74 ans, TVP confirmée. Prescription : Héparine non fractionnée, seringue de perfusion 25 000 UI dans 250 mL. Débit initial 1000 UI/h.",2.0,Surveillance prioritaire au début de traitement ?,EVA douleur,"Saignements, Hb/plaquettes",Glycémie,IMC,B,Correct! Risque hémorragique et thrombopénie induite.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Méthode : concentration (UI/mL) à partir du mélange, puis UI/h ÷ (UI/mL) = mL/h. Revoir : Anticoagulation – surveillance initiale."
139,Urgences / Soins critiques,ALL001,"M. C., 34 ans, après injection d’antibiotique : urticaire généralisée, stridor, TA 78/46, SpO₂ 88% AA. Antécédents d’allergies : inconnus.",1.0,Intervention IMMEDIATE prioritaire ?,Adrénaline IM face antérolatérale cuisse,Antihistaminique IV,Corticostéroïde IV,Oxygène seul,A,Correct! Adrénaline IM est le traitement de première intention.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Revoir : Anaphylaxie – protocole initial (adrénaline IM)."
140,Médecine et chirurgie,ALL001,"M. C., 34 ans, après injection d’antibiotique : urticaire généralisée, stridor, TA 78/46, SpO₂ 88% AA. Antécédents d’allergies : inconnus.",2.0,Oxygénothérapie recommandée en phase aiguë ?,O₂ haut débit selon saturation,Air ambiant,Hélium seul,Venturi 24% fixe,A,Correct! Assurer une oxygénation adéquate en urgence.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Revoir : Oxygénothérapie en anaphylaxie."
141,Pharmacologie / Calculs,ALL001,"M. C., 34 ans, après injection d’antibiotique : urticaire généralisée, stridor, TA 78/46, SpO₂ 88% AA. Antécédents d’allergies : inconnus.",3.0,"Adrénaline 1 mg/mL (1:1000). Dose adulte 0,5 mg IM. Quel volume ?","0,05 mL","0,5 mL",1 mL,5 mL,B,"Correct! 0,5 mg ÷ 1 mg/mL = 0,5 mL.","Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Calculs de doses d’adrénaline IM (1:1000)."
142,Santé mentale,PSY002,"M. T., 45 ans, tremblements, agitation, TA 160/96, sueurs 12 h après le dernier verre.",1.0,Outil de surveillance ?,Glasgow,CIWA-Ar,APGAR,Braden,B,Correct! CIWA-Ar pour sevrage alcoolique.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Revoir : Échelles de sevrage alcoolique."
143,Santé mentale,PSY002,"M. T., 45 ans, tremblements, agitation, TA 160/96, sueurs 12 h après le dernier verre.",2.0,Vitamine prioritaire à administrer ?,Vitamine C,Thiamine (B1),Vitamine D,Vitamine K,B,Correct! Prévention de l’encéphalopathie de Wernicke.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Revoir : B1 et complications neurologiques."
144,Santé mentale,PSY002,"M. T., 45 ans, tremblements, agitation, TA 160/96, sueurs 12 h après le dernier verre.",3.0,Signe de gravité nécessitant avis médical rapide ?,Larmoiement,Frissons,Crises convulsives,Rhinorrhée,C,Correct! Risque de delirium tremens.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Revoir : Complications du sevrage."
145,Gériatrie,GER002,"Mme Arsenault, 92 ans, alitée, IMC 17, incontinence; rougeur sacrée persistante (stade 1). Signes vitaux : TA 110/70 mmHg, FC 92 bpm, FR 20/min, SpO2 91% sous O2 2 L/min, T° 37,5 °C. Résultats labo : Créatinine 145 µmol/L, Sodium 131 mmol/L, Potassium 3,2 mmol/L. Ordonnances : Morphine 1 mg SC q4h PRN douleur, Halopéridol 0,5 mg q12h agitation.",1.0,Prévention prioritaire ?,Massage vigoureux,Changement de position q2h,Restriction hydrique,Alcool sur la peau,B,Correct! Le repositionnement réduit la pression.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Prévention des plaies de pression."
146,Gériatrie,GER002,"Mme Arsenault, 92 ans, alitée, IMC 17, incontinence; rougeur sacrée persistante (stade 1). Signes vitaux : TA 110/70 mmHg, FC 92 bpm, FR 20/min, SpO2 91% sous O2 2 L/min, T° 37,5 °C. Résultats labo : Créatinine 145 µmol/L, Sodium 131 mmol/L, Potassium 3,2 mmol/L. Ordonnances : Morphine 1 mg SC q4h PRN douleur, Halopéridol 0,5 mg q12h agitation.",2.0,Outil d’évaluation du risque ?,EVA,Échelle de Braden,CHA₂DS₂-VASc,MMSE,B,Correct! Braden évalue le risque d’escarres.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Outils de dépistage des plaies de pression."
147,Gériatrie,GER002,"Mme Arsenault, 92 ans, alitée, IMC 17, incontinence; rougeur sacrée persistante (stade 1). Signes vitaux : TA 110/70 mmHg, FC 92 bpm, FR 20/min, SpO2 91% sous O2 2 L/min, T° 37,5 °C. Résultats labo : Créatinine 145 µmol/L, Sodium 131 mmol/L, Potassium 3,2 mmol/L. Ordonnances : Morphine 1 mg SC q4h PRN douleur, Halopéridol 0,5 mg q12h agitation.",3.0,Nutrition : quel apport est important ?,Protéines suffisantes,Sucres simples,Restriction hydrique,Zéro lipides,A,Correct! Un bon apport protéique favorise la cicatrisation.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Nutrition et cicatrisation."
148,Pharmacologie / Calculs,PHAR-KCL-08,"Mme A., 58 ans, K⁺ 3,0 mmol/L, symptômes légers. Ordonnance : KCl 40 mmol dans 500 mL NaCl 0,9% à perfuser en 4 h via voie périphérique. ECG : normal. TA 122/72, FC 88.",1.0,Débit mL/h requis pour perfuser 500 mL en 4 h :,100 mL/h,110 mL/h,120 mL/h,125 mL/h,D,Correct : 500/4 = 125 mL/h.,"Replétion potassique IV : limiter vitesse en périphérique (≤10 mmol/h), surveiller douleur veineuse/ECG, calculer le débit mL/h correctement. Revoir : Administration sécuritaire du KCl. Sécurité : en périphérique, vitesse souvent ≤10 mmol/h; surveiller douleur veineuse et ECG si risque. Revoir : Calculs de débits IV de base."
149,Pharmacologie / Calculs,PHAR-KCL-08,"Mme A., 58 ans, K⁺ 3,0 mmol/L, symptômes légers. Ordonnance : KCl 40 mmol dans 500 mL NaCl 0,9% à perfuser en 4 h via voie périphérique. ECG : normal. TA 122/72, FC 88.",2.0,Vitesse maximale recommandée de KCl en périphérique (selon protocoles usuels) :,5 mmol/h,10 mmol/h,20 mmol/h,40 mmol/h,B,Exact : souvent ≤10 mmol/h en périphérique (monitoring requis).,"Replétion potassique IV : limiter vitesse en périphérique (≤10 mmol/h), surveiller douleur veineuse/ECG, calculer le débit mL/h correctement. Revoir : Administration sécuritaire du KCl. Sécurité : en périphérique, vitesse souvent ≤10 mmol/h; surveiller douleur veineuse et ECG si risque. Revoir : Sécurité de l’administration du KCl IV."
150,Pharmacologie / Calculs,PHAR-KCL-08,"Mme A., 58 ans, K⁺ 3,0 mmol/L, symptômes légers. Ordonnance : KCl 40 mmol dans 500 mL NaCl 0,9% à perfuser en 4 h via voie périphérique. ECG : normal. TA 122/72, FC 88.",3.0,Surveillance infirmière spécifique :,TSH,"Signes d’irritation veineuse, ECG si nécessaire",Échelle Braden,Poids bihebdomadaire,B,Correct : KCl peut irriter la veine; surveiller ECG si risque.,"Replétion potassique IV : limiter vitesse en périphérique (≤10 mmol/h), surveiller douleur veineuse/ECG, calculer le débit mL/h correctement. Revoir : Administration sécuritaire du KCl. Sécurité : en périphérique, vitesse souvent ≤10 mmol/h; surveiller douleur veineuse et ECG si risque. Revoir : Effets indésirables et surveillance KCl IV."
151,Question rafales,,,,1,Valeur normale de la fréquence cardiaque chez un adulte?,50-70/min,60-100/min,90-120/min,100-140/min,B,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! La fréquence cardiaque normale chez l’adulte est de 60 à 100 battements/min."
152,Question rafales,,,,2,Valeur normale de la température corporelle?,35-36°C,36-38°C,37-39°C,38-40°C,B,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! La température normale est de 36 à 38°C."
153,Question rafales,,,,3,Valeur normale de la saturation en oxygène (SpO2) chez un adulte en santé?,85-90%,90-92%,93-95%,95-100%,D,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! La SpO2 normale est de 95 à 100%."
154,Question rafales,,,,4,Valeur normale de la fréquence respiratoire adulte?,8-12/min,12-20/min,18-28/min,20-30/min,B,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! La fréquence respiratoire normale est de 12 à 20/min."
155,Question rafales,,,,5,Valeur normale de la tension artérielle adulte?,100/50 mmHg,120/80 mmHg,140/90 mmHg,160/100 mmHg,B,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! La TA normale est d’environ 120/80 mmHg."
156,Question rafales,,,,6,Valeur normale de la diurèse adulte?,0.2 ml/kg/h,0.5 ml/kg/h,1 ml/kg/h,2 ml/kg/h,B,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! La diurèse normale est ≥0,5 ml/kg/h."
157,Question rafales,,,,7,Valeur normale du pouls radial chez l’adulte?,40-60/min,60-100/min,100-120/min,120-150/min,B,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Correct! Le pouls radial normal est de 60 à 100/min."
